rank,worth_billions,category,name,age,country,city,source,industry,countryOfCitizenship,self_made,status,gender,birthDate,lastName,firstName,date,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,age_group,worth_tier,year,company_founded,company_name,company_relationship,company_sector,company_type,country_code,gdp,region,wealth_type,wealth_category,from_emerging,inherited_raw,was_founder,was_political,inherited
390,6.5,Real Estate,Radovan Vitek,51.0,Switzerland,Crans Montana,Real estate,Real Estate,Czech Republic,True,U,male,1971-04-22 00:00:00,Vitek,Radovan,2023-04-04 05:01:00,1971.0,4.0,22.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,50s,2–10B,2023,,,,,,,,,,,,,,,
397,6.4,Finance & Investments,Carl Bennet,71.0,Sweden,Gothenberg,Investments,Finance & Investments,Sweden,True,D,male,1951-08-19 00:00:00,Bennet,Carl,2023-04-04 05:01:00,1951.0,8.0,19.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,70s,2–10B,2023,,,,,,,,,,,,,,,
397,6.4,Sports,Stephen Bisciotti,62.0,United States,Hobe Sound,"Staffing, Baltimore Ravens",Sports,United States,True,U,male,1960-04-10 00:00:00,Bisciotti,Stephen,2023-04-04 05:01:00,1960.0,4.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,2–10B,2023,,,,,,,,,,,,,,,
397,6.4,Finance & Investments,Stanley Druckenmiller,69.0,United States,New York,Hedge funds,Finance & Investments,United States,True,D,male,1953-06-14 00:00:00,Druckenmiller,Stanley,2023-04-04 05:01:00,1953.0,6.0,14.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,2–10B,2023,,,,,,,,,,,,,,,
397,6.4,Healthcare,Jian Jun,59.0,China,Beijing,Biomedical products,Healthcare,China,True,U,female,1963-11-01 00:00:00,Jian,Jun,2023-04-04 05:01:00,1963.0,11.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,2–10B,2023,,,,,,,,,,,,,,,
397,6.4,Energy,Alexei Kuzmichev,60.0,France,Paris,"Oil, banking, telecom",Energy,Russia,True,U,male,1962-10-15 00:00:00,Kuzmichev,Alexei,2023-04-04 05:01:00,1962.0,10.0,15.0,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,60s,2–10B,2023,,,,,,,,,,,,,,,
397,6.4,Manufacturing,Dmitry Rybolovlev & family,56.0,Monaco,Monaco,Fertilizer,Manufacturing,Russia,True,D,male,1966-11-22 00:00:00,Rybolovlev,Dmitry,2023-04-04 05:01:00,1966.0,11.0,22.0,,,"$7,184,844,193 ",,,,,,38964.0,43.7384176,7.4246158,50s,2–10B,2023,,,,,,,,,,,,,,,
397,6.4,Finance & Investments,Luis Carlos Sarmiento,90.0,Colombia,Bogota,Banking,Finance & Investments,Colombia,True,D,male,1933-01-27 00:00:00,Sarmiento,Luis Carlos,2023-04-04 05:01:00,1933.0,1.0,27.0,140.95,3.5,"$323,802,808,108 ",55.3,114.5,77.1,14.4,71.2,50339443.0,4.570868,-74.297333,90+,2–10B,2023,,,,,,,,,,,,,,,
397,6.4,Logistics,Dennis Washington,88.0,United States,Missoula,"Construction, mining",Logistics,United States,True,D,male,1934-07-27 00:00:00,Washington,Dennis,2023-04-04 05:01:00,1934.0,7.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,80s,2–10B,2023,,,,,,,,,,,,,,,
405,6.3,Construction & Engineering,Anthony Bamford & family,77.0,United Kingdom,Gloucestershire,Construction equipment,Construction & Engineering,United Kingdom,False,U,male,1945-10-23 00:00:00,Bamford,Anthony,2023-04-04 05:01:00,1945.0,10.0,23.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,70s,2–10B,2023,,,,,,,,,,,,,,,
405,6.3,Energy,Gao Jifan & family,58.0,China,Changzhou,Solar equipment,Energy,China,True,D,male,1965-01-01 00:00:00,Gao,Jifan,2023-04-04 05:01:00,1965.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,2–10B,2023,,,,,,,,,,,,,,,
405,6.3,Finance & Investments,John Grayken,66.0,United Kingdom,London,Private equity,Finance & Investments,Ireland,True,D,male,1956-06-01 00:00:00,Grayken,John,2023-04-04 05:01:00,1956.0,6.0,1.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,60s,2–10B,2023,,,,,,,,,,,,,,,
405,6.3,Healthcare,Alain Merieux & family,85.0,France,Lyon,Pharmaceuticals,Healthcare,France,False,D,male,1938-01-01 00:00:00,Merieux,Alain,2023-04-04 05:01:00,1938.0,1.0,1.0,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,80s,2–10B,2023,,,,,,,,,,,,,,,
405,6.3,Energy,Wang Yusuo & family,59.0,China,Langfang,Natural gas distribution,Energy,China,True,U,male,1964-03-11 00:00:00,Wang,Yusuo,2023-04-04 05:01:00,1964.0,3.0,11.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,2–10B,2023,,,,,,,,,,,,,,,
405,6.3,Manufacturing,Stef Wertheimer & family,96.0,Israel,Tel Aviv,Metalworking tools,Manufacturing,Israel,True,U,male,1926-07-16 00:00:00,Wertheimer,Stef,2023-04-04 05:01:00,1926.0,7.0,16.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,90+,2–10B,2023,,,,,,,,,,,,,,,
411,6.2,Food & Beverage,Maria Asuncion Aramburuzabala & family,59.0,Mexico,Mexico City,"Beer, investments",Food & Beverage,Mexico,False,E,female,1963-05-02 00:00:00,Aramburuzabala,Maria Asuncion,2023-04-04 05:01:00,1963.0,5.0,2.0,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784,50s,2–10B,2023,,,,,,,,,,,,,,,
411,6.2,Diversified,Gustaf Douglas,85.0,Sweden,Stockholm,Investments,Diversified,Sweden,True,D,male,1938-03-03 00:00:00,Douglas,Gustaf,2023-04-04 05:01:00,1938.0,3.0,3.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,80s,2–10B,2023,,,,,,,,,,,,,,,
411,6.2,Service,Frits Goldschmeding,89.0,Netherlands,Amsterdam,Temp agency,Service,Netherlands,True,U,male,1933-08-02 00:00:00,Goldschmeding,Frits,2023-04-04 05:01:00,1933.0,8.0,2.0,115.91,2.6,"$909,070,395,161 ",85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266,80s,2–10B,2023,,,,,,,,,,,,,,,
411,6.2,Food & Beverage,Lin Muqin & family,59.0,China,Shenzhen,Beverages,Food & Beverage,China,True,U,male,1964-01-01 00:00:00,Lin,Muqin,2023-04-04 05:01:00,1964.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,2–10B,2023,,,,,,,,,,,,,,,
411,6.2,Manufacturing,Ruan Liping,59.0,China,Ningbo,Power strips,Manufacturing,Hong Kong,True,U,male,1964-01-01 00:00:00,Ruan,Liping,2023-04-04 05:01:00,1964.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,2–10B,2023,,,,,,,,,,,,,,,
411,6.2,Manufacturing,Ruan Xueping,51.0,China,Ningbo,Power strip,Manufacturing,Hong Kong,True,U,male,1972-01-01 00:00:00,Ruan,Xueping,2023-04-04 05:01:00,1972.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,2–10B,2023,,,,,,,,,,,,,,,
411,6.2,Finance & Investments,Michal Solowow,60.0,Poland,Kielce,Investments,Finance & Investments,Poland,True,E,male,1962-07-11 00:00:00,Solowow,Michal,2023-04-04 05:01:00,1962.0,7.0,11.0,114.11,2.2,"$592,164,400,688 ",67.8,100.0,77.6,17.4,40.8,37970874.0,51.919438,19.145136,60s,2–10B,2023,,,,,,,,,,,,,,,
418,6.1,Diversified,Mike Adenuga,69.0,Nigeria,Lagos,"Telecom, oil",Diversified,Nigeria,True,D,male,1953-04-29 00:00:00,Adenuga,Mike,2023-04-04 05:01:00,1953.0,4.0,29.0,267.51,11.4,"$448,120,428,859 ",10.2,84.7,54.3,1.5,34.8,200963599.0,9.081999,8.675277,60s,2–10B,2023,,,,,,,,,,,,,,,
418,6.1,Finance & Investments,Tom Gores,58.0,United States,Beverly Hills,Private equity,Finance & Investments,United States,True,U,male,1964-07-31 00:00:00,Gores,Tom,2023-04-04 05:01:00,1964.0,7.0,31.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,50s,2–10B,2023,,,,,,,,,,,,,,,
418,6.1,Fashion & Retail,Michael Herz,79.0,Germany,Hamburg,Coffee,Fashion & Retail,Germany,False,U,male,1943-09-28 00:00:00,Herz,Michael,2023-04-04 05:01:00,1943.0,9.0,28.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,70s,2–10B,2023,,,,,,,,,,,,,,,
418,6.1,Fashion & Retail,Wolfgang Herz,72.0,Germany,Hamburg,Coffee,Fashion & Retail,Germany,False,U,male,1951-01-01 00:00:00,Herz,Wolfgang,2023-04-04 05:01:00,1951.0,1.0,1.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,70s,2–10B,2023,,,,,,,,,,,,,,,
418,6.1,Energy,Michael Kadoorie,81.0,Hong Kong,Hong Kong,"Hotels, energy",Energy,Hong Kong,False,D,male,1941-07-19 00:00:00,Kadoorie,Michael,2023-04-04 05:01:00,1941.0,7.0,19.0,,,,,,,,,,,,80s,2–10B,2023,,,,,,,,,,,,,,,
418,6.1,Technology,Zhou Qunfei,53.0,Hong Kong,Hong Kong,Smartphone screens,Technology,Hong Kong,True,D,female,,Zhou,Qunfei,2023-04-04 05:01:00,,,,,,,,,,,,,,,50s,2–10B,2023,,,,,,,,,,,,,,,
425,6.0,Metals & Mining,Alexander Abramov,64.0,Russia,Moscow,"Steel, mining",Metals & Mining,Russia,True,U,male,1959-02-20 00:00:00,Abramov,Alexander,2023-04-04 05:01:00,1959.0,2.0,20.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,60s,2–10B,2023,,,,,,,,,,,,,,,
425,6.0,Real Estate,Rene Benko,46.0,Austria,,"Real estate, retail",Real Estate,Austria,True,U,male,1977-03-20 00:00:00,Benko,Rene,2023-04-04 05:01:00,1977.0,3.0,20.0,118.06,1.5,"$446,314,739,528 ",85.1,103.1,81.6,25.4,51.4,8877067.0,47.516231,14.550072,40s,2–10B,2023,,,,,,,,,,,,,,,
425,6.0,Real Estate,Neil Bluhm,85.0,United States,Chicago,Real estate,Real Estate,United States,True,U,male,1938-01-12 00:00:00,Bluhm,Neil,2023-04-04 05:01:00,1938.0,1.0,12.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,80s,2–10B,2023,,,,,,,,,,,,,,,
425,6.0,Fashion & Retail,Alain Bouchard,74.0,Canada,Montreal,Convinience stores,Fashion & Retail,Canada,True,U,male,1949-02-18 00:00:00,Bouchard,Alain,2023-04-04 05:01:00,1949.0,2.0,18.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,70s,2–10B,2023,,,,,,,,,,,,,,,
425,6.0,Technology,Jay Chaudhry,63.0,United States,Reno,Security software,Technology,United States,True,D,male,1959-08-26 00:00:00,Chaudhry,Jay,2023-04-04 05:01:00,1959.0,8.0,26.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,2–10B,2023,,,,,,,,,,,,,,,
425,6.0,Fashion & Retail,Gopikishan Damani,65.0,India,Mumbai,"Retail, investments",Fashion & Retail,India,True,D,male,1958-01-01 00:00:00,Damani,Gopikishan,2023-04-04 05:01:00,1958.0,1.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,60s,2–10B,2023,,,,,,,,,,,,,,,
425,6.0,Diversified,Sumet Jiaravanon,88.0,Thailand,Bangkok,Diversified,Diversified,Thailand,False,U,male,1934-11-02 00:00:00,Jiaravanon,Sumet,2023-04-04 05:01:00,1934.0,11.0,2.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,80s,2–10B,2023,,,,,,,,,,,,,,,
425,6.0,Finance & Investments,Joe Lewis,86.0,Bahamas,Albany,Investments,Finance & Investments,United Kingdom,True,U,male,1937-02-05 00:00:00,Lewis,Joe,2023-04-04 05:01:00,1937.0,2.0,5.0,,,,,,,,,,,,80s,2–10B,2023,,,,,,,,,,,,,,,
425,6.0,Finance & Investments,Frank Lowy,92.0,Israel,Tel Aviv,Investments,Finance & Investments,Australia,True,D,male,1930-10-22 00:00:00,Lowy,Frank,2023-04-04 05:01:00,1930.0,10.0,22.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,90+,2–10B,2023,,,,,,,,,,,,,,,
425,6.0,Finance & Investments,Michael Milken,76.0,United States,Los Angeles,Investments,Finance & Investments,United States,True,U,male,1946-07-04 00:00:00,Milken,Michael,2023-04-04 05:01:00,1946.0,7.0,4.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,70s,2–10B,2023,,,,,,,,,,,,,,,
425,6.0,Technology,David Steward,71.0,United States,St. Louis,IT provider,Technology,United States,True,U,male,1951-07-02 00:00:00,Steward,David,2023-04-04 05:01:00,1951.0,7.0,2.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,70s,2–10B,2023,,,,,,,,,,,,,,,
425,6.0,Fashion & Retail,Les Wexner & family,85.0,United States,New Albany,Retail,Fashion & Retail,United States,True,U,male,1937-09-08 00:00:00,Wexner,Les,2023-04-04 05:01:00,1937.0,9.0,8.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,80s,2–10B,2023,,,,,,,,,,,,,,,
437,5.9,Real Estate,Cai Kui,60.0,China,Chengdu,Real estate,Real Estate,China,True,D,male,1963-01-01 00:00:00,Cai,Kui,2023-04-04 05:01:00,1963.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60s,2–10B,2023,,,,,,,,,,,,,,,
437,5.9,Diversified,Jaran Chiaravanont,93.0,Thailand,Bangkok,Diversified,Diversified,Thailand,False,U,male,1930-04-01 00:00:00,Chiaravanont,Jaran,2023-04-04 05:01:00,1930.0,4.0,1.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,90+,2–10B,2023,,,,,,,,,,,,,,,
437,5.9,Finance & Investments,Andreas Halvorsen,61.0,United States,Darien,Hedge funds,Finance & Investments,Norway,True,D,male,1961-04-23 00:00:00,Halvorsen,Andreas,2023-04-04 05:01:00,1961.0,4.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,2–10B,2023,,,,,,,,,,,,,,,
437,5.9,Finance & Investments,Antony Ressler,62.0,United States,Los Angeles,Finance,Finance & Investments,United States,True,U,male,1960-10-12 00:00:00,Ressler,Antony,2023-04-04 05:01:00,1960.0,10.0,12.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,2–10B,2023,,,,,,,,,,,,,,,
437,5.9,Food & Beverage,Tsai Eng-meng,66.0,China,Shanghai,"Food, beverages",Food & Beverage,Taiwan,False,D,male,1957-01-15 00:00:00,Tsai,Eng-meng,2023-04-04 05:01:00,1957.0,1.0,15.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60s,2–10B,2023,,,,,,,,,,,,,,,
442,5.8,Finance & Investments,Josh Harris,58.0,United States,Miami,Private equity,Finance & Investments,United States,True,E,male,1964-12-29 00:00:00,Harris,Josh,2023-04-04 05:01:00,1964.0,12.0,29.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,50s,2–10B,2023,,,,,,,,,,,,,,,
442,5.8,Healthcare,Niels Peter Louis-Hansen,75.0,Denmark,Humlebaek,Medical devices,Healthcare,Denmark,False,D,male,1947-10-25 00:00:00,Louis-Hansen,Niels Peter,2023-04-04 05:01:00,1947.0,10.0,25.0,110.35,0.8,"$348,078,018,464 ",80.6,101.3,81.0,32.4,23.8,5818553.0,56.26392,9.501785,70s,2–10B,2023,,,,,,,,,,,,,,,
442,5.8,Healthcare,Patrick Soon-Shiong,70.0,United States,Los Angeles,Pharmaceuticals,Healthcare,United States,True,D,male,1952-07-29 00:00:00,Soon-Shiong,Patrick,2023-04-04 05:01:00,1952.0,7.0,29.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,70s,2–10B,2023,,,,,,,,,,,,,,,
445,5.7,Metals & Mining,Rinat Akhmetov,56.0,Ukraine,Donetsk,"Steel, coal",Metals & Mining,Ukraine,True,U,male,1966-09-21 00:00:00,Akhmetov,Rinat,2023-04-04 05:01:00,1966.0,9.0,21.0,281.66,7.9,"$153,781,069,118 ",82.7,99.0,71.6,20.1,45.2,44385155.0,48.379433,31.16558,50s,2–10B,2023,,,,,,,,,,,,,,,
445,5.7,Healthcare,John Brown,88.0,United States,Atlanta,Medical equipment,Healthcare,United States,True,U,male,1934-09-15 00:00:00,Brown,John,2023-04-04 05:01:00,1934.0,9.0,15.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,80s,2–10B,2023,,,,,,,,,,,,,,,
445,5.7,Media & Entertainment,Clive Calder,76.0,Cayman Islands,Grand Cayman,Record label,Media & Entertainment,United Kingdom,True,E,male,1946-12-13 00:00:00,Calder,Clive,2023-04-04 05:01:00,1946.0,12.0,13.0,,,,,,,,,,,,70s,2–10B,2023,,,,,,,,,,,,,,,
445,5.7,Energy,Arthur Irving,93.0,Canada,Saint John,Oil,Energy,Canada,False,U,male,1930-01-01 00:00:00,Irving,Arthur,2023-04-04 05:01:00,1930.0,1.0,1.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,90+,2–10B,2023,,,,,,,,,,,,,,,
445,5.7,Real Estate,Fredrik Lundberg,71.0,Sweden,Stockholm,"Real estate, investments",Real Estate,Sweden,False,D,male,1951-08-05 00:00:00,Lundberg,Fredrik,2023-04-04 05:01:00,1951.0,8.0,5.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,70s,2–10B,2023,,,,,,,,,,,,,,,
445,5.7,Construction & Engineering,Thomas Schmidheiny,77.0,Switzerland,Jona,Cement,Construction & Engineering,Switzerland,False,U,male,1945-12-17 00:00:00,Schmidheiny,Thomas,2023-04-04 05:01:00,1945.0,12.0,17.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,70s,2–10B,2023,,,,,,,,,,,,,,,
445,5.7,Logistics,Helmut Sohmen,83.0,Hong Kong,Hong Kong,Shipping,Logistics,Austria,False,U,male,1939-12-10 00:00:00,Sohmen,Helmut,2023-04-04 05:01:00,1939.0,12.0,10.0,,,,,,,,,,,,80s,2–10B,2023,,,,,,,,,,,,,,,
445,5.7,Finance & Investments,Daniel Ziff,51.0,United States,New York,Investments,Finance & Investments,United States,False,U,male,1971-11-02 00:00:00,Ziff,Daniel,2023-04-04 05:01:00,1971.0,11.0,2.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,50s,2–10B,2023,,,,,,,,,,,,,,,
445,5.7,Finance & Investments,Dirk Ziff,59.0,United States,North Palm Beach,Investments,Finance & Investments,United States,False,U,male,1964-04-01 00:00:00,Ziff,Dirk,2023-04-04 05:01:00,1964.0,4.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,50s,2–10B,2023,,,,,,,,,,,,,,,
445,5.7,Finance & Investments,Robert Ziff,56.0,United States,New York,Investments,Finance & Investments,United States,False,U,male,1966-08-12 00:00:00,Ziff,Robert,2023-04-04 05:01:00,1966.0,8.0,12.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,50s,2–10B,2023,,,,,,,,,,,,,,,
455,5.6,Logistics,Maria Angelicoussis,41.0,Greece,,Shipping,Logistics,Greece,False,N,female,1982-02-18 00:00:00,Angelicoussis,Maria,2023-04-04 05:01:00,1982.0,2.0,18.0,101.87,0.2,"$209,852,761,469 ",136.6,99.6,81.3,26.2,51.9,10716322.0,39.074208,21.824312,40s,2–10B,2023,,,,,,,,,,,,,,,
455,5.6,Energy,Ray Lee Hunt,79.0,United States,Dallas,"Oil, real estate",Energy,United States,False,D,male,1943-04-06 00:00:00,Hunt,Ray Lee,2023-04-04 05:01:00,1943.0,4.0,6.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,70s,2–10B,2023,,,,,,,,,,,,,,,
455,5.6,Logistics,Lai Meisong,52.0,China,Shanghai,Package delivery,Logistics,China,True,U,male,1970-12-01 00:00:00,Lai,Meisong,2023-04-04 05:01:00,1970.0,12.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,2–10B,2023,,,,,,,,,,,,,,,
455,5.6,Automotive,Vikram Lal & family,81.0,India,Delhi,Motorcycles,Automotive,India,False,U,male,1942-03-05 00:00:00,Lal,Vikram,2023-04-04 05:01:00,1942.0,3.0,5.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,80s,2–10B,2023,,,,,,,,,,,,,,,
455,5.6,Finance & Investments,Ken Langone,87.0,United States,Sands Point,Investments,Finance & Investments,United States,True,D,male,1935-09-16 00:00:00,Langone,Ken,2023-04-04 05:01:00,1935.0,9.0,16.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,80s,2–10B,2023,,,,,,,,,,,,,,,
455,5.6,Healthcare,Li Ge,56.0,China,Shanghai,Pharmaceutical ingredients,Healthcare,United States,True,Split Family Fortune,male,1967-01-01 00:00:00,Li,Ge,2023-04-04 05:01:00,1967.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,2–10B,2023,,,,,,,,,,,,,,,
455,5.6,Finance & Investments,Karen Pritzker,65.0,United States,Branford,"Hotels, investments",Finance & Investments,United States,False,D,female,1958-01-07 00:00:00,Pritzker,Karen,2023-04-04 05:01:00,1958.0,1.0,7.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,2–10B,2023,,,,,,,,,,,,,,,
455,5.6,Service,Robert Rowling,69.0,United States,Dallas,"Hotels, investments",Service,United States,False,U,male,1953-09-26 00:00:00,Rowling,Robert,2023-04-04 05:01:00,1953.0,9.0,26.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,2–10B,2023,,,,,,,,,,,,,,,
455,5.6,Gambling & Casinos,Teddy Sagi,51.0,Israel,Tel Aviv,Gambling software,Gambling & Casinos,Israel,True,E,male,1971-11-01 00:00:00,Sagi,Teddy,2023-04-04 05:01:00,1971.0,11.0,1.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,50s,2–10B,2023,,,,,,,,,,,,,,,
455,5.6,Healthcare,Seo Jung-jin,65.0,South Korea,Seoul,Biotech,Healthcare,South Korea,True,D,male,1957-10-23 00:00:00,Seo,Jung-jin,2023-04-04 05:01:00,1957.0,10.0,23.0,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,60s,2–10B,2023,,,,,,,,,,,,,,,
455,5.6,Automotive,Wu Jianshu,59.0,China,Ningbo,Auto parts,Automotive,Hong Kong,True,D,male,1964-01-01 00:00:00,Wu,Jianshu,2023-04-04 05:01:00,1964.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,2–10B,2023,,,,,,,,,,,,,,,
466,5.5,Service,Micky Arison,73.0,United States,Bal Harbour,Carnival Cruises,Service,United States,False,D,male,1949-06-29 00:00:00,Arison,Micky,2023-04-04 05:01:00,1949.0,6.0,29.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,70s,2–10B,2023,,,,,,,,,,,,,,,
466,5.5,Media & Entertainment,James Chambers,65.0,United States,Palisades,"Media, automotive",Media & Entertainment,United States,False,U,male,1957-04-12 00:00:00,Chambers,James,2023-04-04 05:01:00,1957.0,4.0,12.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,2–10B,2023,,,,,,,,,,,,,,,
466,5.5,Technology,Pierre Chen,66.0,Taiwan,Taipei,Electronics,Technology,Taiwan,True,U,male,1956-09-28 00:00:00,Chen,Pierre,2023-04-04 05:01:00,1956.0,9.0,28.0,,,,,,,,,,,,60s,2–10B,2023,,,,,,,,,,,,,,,
466,5.5,Technology,John Collison,32.0,United States,San Francisco,Payments software,Technology,Ireland,True,D,male,1990-08-06 00:00:00,Collison,John,2023-04-04 05:01:00,1990.0,8.0,6.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,30s,2–10B,2023,,,,,,,,,,,,,,,
